ibin	Eff	Err
0	0.8275	0.0065	
1	0.8437	0.0046	
2	0.8473	0.0043	
3	0.7933	0.0047	
4	0.8570	0.0012	
5	0.8698	0.0022	
6	0.8716	0.0023	
7	0.8121	0.0034	
8	0.8831	0.0011	
9	0.8845	0.0020	
10	0.8903	0.0010	
11	0.8326	0.0023	
12	0.9103	0.0006	
13	0.9065	0.0010	
14	0.9079	0.0007	
15	0.8534	0.0017	
16	0.9480	0.0002	
17	0.9423	0.0004	
18	0.9370	0.0003	
19	0.8753	0.0008	
20	0.9685	0.0001	
21	0.9660	0.0002	
22	0.9566	0.0002	
23	0.8872	0.0011	
24	0.9706	0.0003	
25	0.9682	0.0005	
26	0.9571	0.0004	
27	0.8846	0.0015	
28	0.9721	0.0004	
29	0.9678	0.0009	
30	0.9566	0.0007	
31	0.8807	0.0024	
32	0.9717	0.0057	
33	0.9595	0.0104	
34	0.9446	0.0048	
35	0.8780	0.0171	
