ibin	Eff	Err
0	0.0000	0.0000	
1	0.0026	0.0002	
2	0.0009	0.0001	
3	0.0010	0.0001	
4	0.0001	0.0000	
5	0.0045	0.0004	
6	0.0046	0.0002	
7	0.0058	0.0004	
8	0.4966	0.0012	
9	0.5078	0.0020	
10	0.4789	0.0013	
11	0.4641	0.0022	
12	0.9537	0.0004	
13	0.9531	0.0008	
14	0.9226	0.0006	
15	0.8979	0.0012	
16	0.9535	0.0002	
17	0.9604	0.0003	
18	0.9349	0.0004	
19	0.9140	0.0007	
20	0.9535	0.0001	
21	0.9649	0.0002	
22	0.9363	0.0002	
23	0.9159	0.0004	
24	0.9531	0.0001	
25	0.9674	0.0001	
26	0.9346	0.0001	
27	0.9174	0.0002	
28	0.9517	0.0001	
29	0.9683	0.0001	
30	0.9401	0.0001	
31	0.9170	0.0002	
32	0.9498	0.0001	
33	0.9683	0.0002	
34	0.9463	0.0001	
35	0.9156	0.0004	
36	0.9436	0.0006	
37	0.9637	0.0008	
38	0.9472	0.0007	
39	0.9068	0.0025	
