ibin	Eff	Err
0	0.8333	0.0020	
1	0.8503	0.0017	
2	0.8511	0.0013	
3	0.7968	0.0022	
4	0.8603	0.0011	
5	0.8750	0.0016	
6	0.8748	0.0009	
7	0.8181	0.0016	
8	0.8825	0.0005	
9	0.8888	0.0012	
10	0.8944	0.0007	
11	0.8389	0.0004	
12	0.9229	0.0006	
13	0.9176	0.0013	
14	0.9194	0.0005	
15	0.8662	0.0009	
16	0.9588	0.0001	
17	0.9524	0.0002	
18	0.9447	0.0001	
19	0.8854	0.0004	
20	0.9783	0.0001	
21	0.9757	0.0001	
22	0.9629	0.0001	
23	0.9006	0.0003	
24	0.9804	0.0002	
25	0.9771	0.0003	
26	0.9647	0.0002	
27	0.9022	0.0008	
28	0.9807	0.0002	
29	0.9766	0.0005	
30	0.9646	0.0003	
31	0.9042	0.0013	
32	0.9814	0.0018	
33	0.9725	0.0038	
34	0.9645	0.0031	
35	0.9208	0.0123	
