ibin	Eff	Err
0	0.0001	0.0001	
1	0.0006	0.0002	
2	0.0005	0.0001	
3	0.0009	0.0003	
4	0.0005	0.0001	
5	0.0024	0.0005	
6	0.0026	0.0003	
7	0.0049	0.0007	
8	0.5158	0.0024	
9	0.5163	0.0042	
10	0.4941	0.0025	
11	0.4594	0.0044	
12	0.9367	0.0010	
13	0.9624	0.0013	
14	0.9423	0.0011	
15	0.8753	0.0030	
16	0.9386	0.0005	
17	0.9683	0.0006	
18	0.9508	0.0005	
19	0.9074	0.0014	
20	0.9393	0.0003	
21	0.9691	0.0005	
22	0.9539	0.0004	
23	0.9207	0.0009	
24	0.9397	0.0002	
25	0.9694	0.0002	
26	0.9563	0.0002	
27	0.9307	0.0004	
28	0.9388	0.0001	
29	0.9687	0.0001	
30	0.9564	0.0001	
31	0.9357	0.0004	
32	0.9362	0.0002	
33	0.9686	0.0003	
34	0.9517	0.0003	
35	0.9383	0.0007	
36	0.9251	0.0014	
37	0.9628	0.0017	
38	0.9317	0.0017	
39	0.9384	0.0042	
