ibin	Eff	Err
0	0.8125	0.0007	
1	0.8189	0.0016	
2	0.8068	0.0007	
3	0.7521	0.0013	
4	0.8505	0.0003	
5	0.8545	0.0009	
6	0.8370	0.0005	
7	0.7822	0.0009	
8	0.8780	0.0002	
9	0.8751	0.0006	
10	0.8617	0.0003	
11	0.8075	0.0005	
12	0.9081	0.0001	
13	0.8957	0.0002	
14	0.8859	0.0002	
15	0.8354	0.0002	
16	0.9450	0.0001	
17	0.9320	0.0001	
18	0.9167	0.0001	
19	0.8631	0.0005	
20	0.9668	0.0001	
21	0.9596	0.0001	
22	0.9417	0.0003	
23	0.8858	0.0002	
24	0.9701	0.0001	
25	0.9629	0.0011	
26	0.9469	0.0001	
27	0.8938	0.0004	
28	0.9702	0.0001	
29	0.9644	0.0003	
30	0.9494	0.0002	
31	0.8983	0.0007	
32	0.9745	0.0009	
33	0.9634	0.0019	
34	0.9502	0.0016	
35	0.9253	0.0077	
