ibin	Eff	Err
0	0.7882	0.0014	
1	0.7890	0.0037	
2	0.7846	0.0014	
3	0.7246	0.0025	
4	0.8270	0.0013	
5	0.8319	0.0017	
6	0.8152	0.0009	
7	0.7428	0.0016	
8	0.8577	0.0006	
9	0.8515	0.0020	
10	0.8360	0.0006	
11	0.7695	0.0008	
12	0.8939	0.0003	
13	0.8767	0.0006	
14	0.8630	0.0005	
15	0.7967	0.0007	
16	0.9373	0.0001	
17	0.9191	0.0002	
18	0.8993	0.0002	
19	0.8283	0.0002	
20	0.9614	0.0001	
21	0.9504	0.0002	
22	0.9273	0.0001	
23	0.8558	0.0010	
24	0.9660	0.0001	
25	0.9552	0.0003	
26	0.9355	0.0003	
27	0.8739	0.0012	
28	0.9675	0.0008	
29	0.9566	0.0005	
30	0.9355	0.0009	
31	0.8719	0.0015	
32	0.9697	0.0019	
33	0.9539	0.0039	
34	0.9389	0.0035	
35	0.8947	0.0184	
