ibin	Eff	Err
0	0.0001	0.0001	
1	0.0006	0.0002	
2	0.0004	0.0001	
3	0.0009	0.0003	
4	0.0005	0.0001	
5	0.0027	0.0006	
6	0.0027	0.0003	
7	0.0037	0.0008	
8	0.5162	0.0024	
9	0.5140	0.0043	
10	0.4946	0.0027	
11	0.4576	0.0046	
12	0.9368	0.0010	
13	0.9628	0.0014	
14	0.9438	0.0010	
15	0.8729	0.0025	
16	0.9387	0.0005	
17	0.9691	0.0006	
18	0.9503	0.0004	
19	0.9067	0.0012	
20	0.9394	0.0003	
21	0.9690	0.0005	
22	0.9540	0.0004	
23	0.9217	0.0009	
24	0.9397	0.0002	
25	0.9692	0.0002	
26	0.9562	0.0002	
27	0.9308	0.0004	
28	0.9388	0.0001	
29	0.9688	0.0002	
30	0.9564	0.0001	
31	0.9358	0.0004	
32	0.9363	0.0003	
33	0.9687	0.0003	
34	0.9519	0.0002	
35	0.9385	0.0007	
36	0.9251	0.0014	
37	0.9635	0.0017	
38	0.9308	0.0020	
39	0.9394	0.0042	
