ibin	Eff	Err
0	0.8018	0.0012	
1	0.8009	0.0011	
2	0.8018	0.0009	
3	0.7678	0.0017	
4	0.8472	0.0006	
5	0.8387	0.0007	
6	0.8328	0.0006	
7	0.7971	0.0008	
8	0.8744	0.0004	
9	0.8618	0.0007	
10	0.8553	0.0005	
11	0.8200	0.0008	
12	0.9022	0.0002	
13	0.8848	0.0005	
14	0.8797	0.0003	
15	0.8427	0.0004	
16	0.9415	0.0001	
17	0.9258	0.0002	
18	0.9141	0.0001	
19	0.8710	0.0004	
20	0.9639	0.0001	
21	0.9549	0.0001	
22	0.9366	0.0001	
23	0.8878	0.0002	
24	0.9667	0.0001	
25	0.9567	0.0002	
26	0.9390	0.0002	
27	0.8842	0.0037	
28	0.9675	0.0002	
29	0.9551	0.0004	
30	0.9356	0.0003	
31	0.8953	0.0009	
32	0.9665	0.0008	
33	0.9522	0.0026	
34	0.9316	0.0017	
35	0.9035	0.0051	
