ibin	Eff	Err
0	0.8307	0.0000	
1	0.8304	0.0000	
2	0.8167	0.0000	
3	0.7553	0.0000	
4	0.8696	0.0000	
5	0.8657	0.0000	
6	0.8482	0.0000	
7	0.7866	0.0000	
8	0.8907	0.0000	
9	0.8828	0.0000	
10	0.8691	0.0000	
11	0.8079	0.0000	
12	0.9109	0.0000	
13	0.8974	0.0000	
14	0.8896	0.0000	
15	0.8301	0.0000	
16	0.9445	0.0000	
17	0.9315	0.0000	
18	0.9163	0.0000	
19	0.8559	0.0000	
20	0.9653	0.0000	
21	0.9571	0.0000	
22	0.9369	0.0000	
23	0.8774	0.0000	
24	0.9685	0.0000	
25	0.9595	0.0000	
26	0.9407	0.0000	
27	0.8811	0.0000	
28	0.9705	0.0000	
29	0.9590	0.0000	
30	0.9404	0.0000	
31	0.8859	0.0000	
32	0.9682	0.0000	
33	0.9584	0.0000	
34	0.9371	0.0000	
35	0.9111	0.0000	
