ibin	Eff	Err
0	0.7929	0.0006	
1	0.7944	0.0010	
2	0.7957	0.0008	
3	0.7641	0.0007	
4	0.8350	0.0006	
5	0.8288	0.0010	
6	0.8245	0.0006	
7	0.7909	0.0012	
8	0.8626	0.0004	
9	0.8486	0.0004	
10	0.8461	0.0005	
11	0.8136	0.0009	
12	0.8979	0.0006	
13	0.8809	0.0011	
14	0.8769	0.0007	
15	0.8403	0.0016	
16	0.9409	0.0001	
17	0.9253	0.0002	
18	0.9134	0.0002	
19	0.8705	0.0003	
20	0.9638	0.0001	
21	0.9548	0.0001	
22	0.9365	0.0001	
23	0.8876	0.0001	
24	0.9664	0.0002	
25	0.9562	0.0003	
26	0.9383	0.0002	
27	0.8843	0.0010	
28	0.9675	0.0002	
29	0.9552	0.0004	
30	0.9357	0.0003	
31	0.8949	0.0013	
32	0.9661	0.0011	
33	0.9506	0.0014	
34	0.9314	0.0014	
35	0.9025	0.0050	
