ibin	Eff	Err
0	0.0001	0.0000	
1	0.0006	0.0002	
2	0.0004	0.0001	
3	0.0006	0.0002	
4	0.0005	0.0001	
5	0.0021	0.0004	
6	0.0020	0.0003	
7	0.0041	0.0007	
8	0.5155	0.0024	
9	0.5167	0.0042	
10	0.4937	0.0025	
11	0.4592	0.0044	
12	0.9364	0.0010	
13	0.9628	0.0013	
14	0.9432	0.0010	
15	0.8757	0.0028	
16	0.9376	0.0004	
17	0.9684	0.0006	
18	0.9496	0.0004	
19	0.9064	0.0012	
20	0.9392	0.0003	
21	0.9695	0.0005	
22	0.9540	0.0003	
23	0.9205	0.0009	
24	0.9395	0.0001	
25	0.9692	0.0002	
26	0.9558	0.0002	
27	0.9310	0.0004	
28	0.9388	0.0001	
29	0.9687	0.0002	
30	0.9563	0.0001	
31	0.9357	0.0004	
32	0.9362	0.0002	
33	0.9688	0.0003	
34	0.9515	0.0002	
35	0.9381	0.0007	
36	0.9261	0.0013	
37	0.9625	0.0017	
38	0.9317	0.0016	
39	0.9336	0.0045	
