ibin	Eff	Err
0	0.0000	0.0000	
1	0.0000	0.0000	
2	0.0000	0.0000	
3	0.0000	0.0000	
4	0.0001	0.0001	
5	0.0006	0.0001	
6	0.0017	0.0001	
7	0.0012	0.0002	
8	0.5158	0.0009	
9	0.5249	0.0015	
10	0.5136	0.0010	
11	0.4919	0.0017	
12	0.9568	0.0003	
13	0.9815	0.0003	
14	0.9663	0.0003	
15	0.9293	0.0009	
16	0.9577	0.0001	
17	0.9818	0.0002	
18	0.9686	0.0001	
19	0.9331	0.0004	
20	0.9582	0.0001	
21	0.9820	0.0001	
22	0.9690	0.0001	
23	0.9350	0.0003	
24	0.9578	0.0000	
25	0.9817	0.0001	
26	0.9697	0.0000	
27	0.9353	0.0001	
28	0.9567	0.0000	
29	0.9814	0.0001	
30	0.9706	0.0000	
31	0.9352	0.0001	
32	0.9548	0.0001	
33	0.9802	0.0001	
34	0.9709	0.0001	
35	0.9346	0.0003	
36	0.9489	0.0005	
37	0.9751	0.0006	
38	0.9706	0.0004	
39	0.9293	0.0016	
