ibin	Eff	Err
0	0.9464	0.0003	
1	0.9686	0.0004	
2	0.9596	0.0003	
3	0.9237	0.0007	
4	0.9490	0.0002	
5	0.9700	0.0003	
6	0.9620	0.0002	
7	0.9329	0.0004	
8	0.9503	0.0001	
9	0.9711	0.0002	
10	0.9648	0.0001	
11	0.9364	0.0003	
12	0.9512	0.0001	
13	0.9717	0.0001	
14	0.9655	0.0001	
15	0.9381	0.0002	
16	0.9508	0.0000	
17	0.9716	0.0001	
18	0.9663	0.0000	
19	0.9381	0.0001	
20	0.9495	0.0000	
21	0.9714	0.0001	
22	0.9676	0.0000	
23	0.9381	0.0001	
24	0.9465	0.0001	
25	0.9683	0.0002	
26	0.9675	0.0001	
27	0.9374	0.0002	
28	0.9393	0.0004	
29	0.9604	0.0006	
30	0.9665	0.0004	
31	0.9302	0.0013	
