ibin	Eff	Err
0	0.0000	0.0000	
1	0.0025	0.0002	
2	0.0009	0.0002	
3	0.0011	0.0001	
4	0.0001	0.0000	
5	0.0047	0.0003	
6	0.0050	0.0002	
7	0.0057	0.0004	
8	0.4953	0.0008	
9	0.5070	0.0011	
10	0.4805	0.0012	
11	0.4628	0.0023	
12	0.9537	0.0004	
13	0.9530	0.0007	
14	0.9221	0.0005	
15	0.8972	0.0012	
16	0.9535	0.0002	
17	0.9605	0.0002	
18	0.9345	0.0003	
19	0.9132	0.0006	
20	0.9535	0.0001	
21	0.9648	0.0001	
22	0.9360	0.0002	
23	0.9158	0.0003	
24	0.9532	0.0003	
25	0.9674	0.0001	
26	0.9346	0.0001	
27	0.9172	0.0002	
28	0.9517	0.0000	
29	0.9683	0.0001	
30	0.9401	0.0001	
31	0.9170	0.0000	
32	0.9498	0.0001	
33	0.9682	0.0001	
34	0.9462	0.0001	
35	0.9157	0.0004	
36	0.9437	0.0006	
37	0.9638	0.0008	
38	0.9469	0.0007	
39	0.9102	0.0024	
