ibin	Eff	Err
0	0.7876	0.0020	
1	0.7918	0.0030	
2	0.7857	0.0013	
3	0.7217	0.0024	
4	0.8298	0.0006	
5	0.8325	0.0010	
6	0.8163	0.0008	
7	0.7454	0.0015	
8	0.8608	0.0006	
9	0.8542	0.0026	
10	0.8382	0.0004	
11	0.7687	0.0007	
12	0.8949	0.0004	
13	0.8797	0.0006	
14	0.8642	0.0004	
15	0.7985	0.0008	
16	0.9373	0.0001	
17	0.9192	0.0002	
18	0.8991	0.0002	
19	0.8296	0.0007	
20	0.9609	0.0001	
21	0.9499	0.0002	
22	0.9268	0.0001	
23	0.8554	0.0004	
24	0.9658	0.0002	
25	0.9555	0.0003	
26	0.9352	0.0002	
27	0.8727	0.0007	
28	0.9685	0.0009	
29	0.9574	0.0007	
30	0.9364	0.0004	
31	0.8741	0.0014	
32	0.9714	0.0017	
33	0.9538	0.0037	
34	0.9361	0.0031	
35	0.9012	0.0159	
