ibin	Eff	Err
0	0.0000	0.0000	
1	0.0010	0.0002	
2	0.0007	0.0001	
3	0.0013	0.0002	
4	0.0003	0.0001	
5	0.0026	0.0003	
6	0.0047	0.0003	
7	0.0154	0.0009	
8	0.4828	0.0016	
9	0.4939	0.0029	
10	0.4653	0.0017	
11	0.3967	0.0032	
12	0.9262	0.0007	
13	0.9231	0.0014	
14	0.8956	0.0010	
15	0.7706	0.0024	
16	0.9271	0.0003	
17	0.9309	0.0007	
18	0.9173	0.0004	
19	0.8315	0.0011	
20	0.9275	0.0002	
21	0.9339	0.0005	
22	0.9245	0.0003	
23	0.8529	0.0008	
24	0.9271	0.0001	
25	0.9358	0.0002	
26	0.9296	0.0001	
27	0.8750	0.0004	
28	0.9256	0.0001	
29	0.9362	0.0002	
30	0.9347	0.0001	
31	0.8897	0.0003	
32	0.9220	0.0002	
33	0.9347	0.0003	
34	0.9377	0.0002	
35	0.8965	0.0005	
36	0.9125	0.0011	
37	0.9229	0.0017	
38	0.9386	0.0011	
39	0.8924	0.0038	
