ibin	Eff	Err
0	0.8251	0.0011	
1	0.8304	0.0014	
2	0.8224	0.0008	
3	0.7884	0.0014	
4	0.8543	0.0004	
5	0.8648	0.0009	
6	0.8511	0.0004	
7	0.8225	0.0009	
8	0.8822	0.0003	
9	0.8838	0.0006	
10	0.8753	0.0004	
11	0.8450	0.0006	
12	0.9140	0.0002	
13	0.9039	0.0004	
14	0.8988	0.0001	
15	0.8728	0.0004	
16	0.9488	0.0002	
17	0.9387	0.0002	
18	0.9283	0.0001	
19	0.8955	0.0002	
20	0.9692	0.0001	
21	0.9640	0.0001	
22	0.9504	0.0001	
23	0.9109	0.0004	
24	0.9723	0.0001	
25	0.9672	0.0002	
26	0.9547	0.0001	
27	0.9120	0.0004	
28	0.9741	0.0001	
29	0.9678	0.0003	
30	0.9544	0.0002	
31	0.9154	0.0007	
32	0.9772	0.0009	
33	0.9694	0.0017	
34	0.9567	0.0016	
35	0.9256	0.0061	
