ibin	Eff	Err
0	0.9262	0.0013	
1	0.9672	0.0013	
2	0.9575	0.0008	
3	0.9289	0.0019	
4	0.9257	0.0007	
5	0.9643	0.0009	
6	0.9607	0.0006	
7	0.9343	0.0014	
8	0.9277	0.0005	
9	0.9660	0.0006	
10	0.9616	0.0004	
11	0.9405	0.0010	
12	0.9269	0.0003	
13	0.9651	0.0005	
14	0.9627	0.0003	
15	0.9405	0.0007	
16	0.9273	0.0002	
17	0.9648	0.0002	
18	0.9623	0.0001	
19	0.9438	0.0004	
20	0.9268	0.0001	
21	0.9639	0.0002	
22	0.9626	0.0001	
23	0.9451	0.0004	
24	0.9254	0.0003	
25	0.9630	0.0003	
26	0.9620	0.0002	
27	0.9417	0.0006	
28	0.9206	0.0013	
29	0.9637	0.0017	
30	0.9313	0.0016	
31	0.9223	0.0053	
