ibin	Eff	Err
0	0.7985	0.0023	
1	0.8088	0.0030	
2	0.8203	0.0015	
3	0.7647	0.0020	
4	0.8296	0.0012	
5	0.8431	0.0019	
6	0.8405	0.0013	
7	0.7952	0.0028	
8	0.8556	0.0007	
9	0.8585	0.0009	
10	0.8597	0.0004	
11	0.8162	0.0014	
12	0.8875	0.0004	
13	0.8779	0.0014	
14	0.8801	0.0005	
15	0.8382	0.0011	
16	0.9341	0.0001	
17	0.9238	0.0004	
18	0.9142	0.0002	
19	0.8660	0.0005	
20	0.9574	0.0001	
21	0.9523	0.0006	
22	0.9376	0.0001	
23	0.8815	0.0004	
24	0.9612	0.0001	
25	0.9552	0.0006	
26	0.9390	0.0002	
27	0.8858	0.0009	
28	0.9636	0.0003	
29	0.9564	0.0007	
30	0.9423	0.0005	
31	0.8871	0.0018	
32	0.9590	0.0037	
33	0.9493	0.0053	
34	0.9415	0.0028	
35	0.8780	0.0128	
