ibin	Eff	Err
0	0.8007	0.0026	
1	0.8144	0.0035	
2	0.8352	0.0019	
3	0.8036	0.0039	
4	0.8333	0.0006	
5	0.8420	0.0024	
6	0.8537	0.0013	
7	0.8209	0.0027	
8	0.8631	0.0010	
9	0.8631	0.0025	
10	0.8713	0.0010	
11	0.8362	0.0025	
12	0.9005	0.0005	
13	0.8921	0.0010	
14	0.8988	0.0006	
15	0.8605	0.0016	
16	0.9392	0.0002	
17	0.9341	0.0003	
18	0.9308	0.0003	
19	0.8822	0.0052	
20	0.9614	0.0003	
21	0.9603	0.0003	
22	0.9527	0.0002	
23	0.8951	0.0006	
24	0.9629	0.0003	
25	0.9607	0.0005	
26	0.9515	0.0004	
27	0.8912	0.0013	
28	0.9622	0.0004	
29	0.9576	0.0007	
30	0.9481	0.0005	
31	0.8894	0.0021	
32	0.9613	0.0016	
33	0.9492	0.0048	
34	0.9416	0.0034	
35	0.8964	0.0138	
