ibin	Eff	Err
0	0.9270	0.0013	
1	0.9663	0.0013	
2	0.9577	0.0008	
3	0.9271	0.0022	
4	0.9257	0.0007	
5	0.9650	0.0009	
6	0.9602	0.0006	
7	0.9343	0.0014	
8	0.9274	0.0005	
9	0.9655	0.0006	
10	0.9613	0.0004	
11	0.9401	0.0010	
12	0.9272	0.0003	
13	0.9659	0.0004	
14	0.9623	0.0003	
15	0.9411	0.0007	
16	0.9273	0.0002	
17	0.9648	0.0002	
18	0.9621	0.0001	
19	0.9443	0.0004	
20	0.9268	0.0001	
21	0.9639	0.0002	
22	0.9626	0.0001	
23	0.9451	0.0004	
24	0.9255	0.0002	
25	0.9636	0.0003	
26	0.9621	0.0002	
27	0.9416	0.0006	
28	0.9194	0.0014	
29	0.9612	0.0018	
30	0.9304	0.0016	
31	0.9221	0.0053	
