ibin	Eff	Err
0	0.9271	0.0013	
1	0.9662	0.0013	
2	0.9576	0.0008	
3	0.9281	0.0021	
4	0.9257	0.0008	
5	0.9648	0.0009	
6	0.9612	0.0006	
7	0.9338	0.0014	
8	0.9272	0.0005	
9	0.9660	0.0006	
10	0.9616	0.0004	
11	0.9403	0.0010	
12	0.9272	0.0003	
13	0.9659	0.0005	
14	0.9627	0.0003	
15	0.9410	0.0008	
16	0.9270	0.0002	
17	0.9647	0.0002	
18	0.9624	0.0001	
19	0.9445	0.0004	
20	0.9268	0.0001	
21	0.9640	0.0002	
22	0.9626	0.0001	
23	0.9451	0.0004	
24	0.9254	0.0003	
25	0.9634	0.0003	
26	0.9622	0.0002	
27	0.9414	0.0007	
28	0.9192	0.0014	
29	0.9609	0.0018	
30	0.9297	0.0017	
31	0.9215	0.0054	
