ibin	Eff	Err
0	0.9571	0.0006	
1	0.9837	0.0005	
2	0.9629	0.0005	
3	0.9478	0.0010	
4	0.9616	0.0004	
5	0.9875	0.0003	
6	0.9655	0.0003	
7	0.9539	0.0007	
8	0.9634	0.0002	
9	0.9882	0.0002	
10	0.9662	0.0002	
11	0.9566	0.0005	
12	0.9636	0.0002	
13	0.9881	0.0002	
14	0.9671	0.0001	
15	0.9581	0.0004	
16	0.9632	0.0001	
17	0.9881	0.0001	
18	0.9678	0.0001	
19	0.9581	0.0002	
20	0.9622	0.0001	
21	0.9881	0.0001	
22	0.9684	0.0000	
23	0.9593	0.0002	
24	0.9608	0.0001	
25	0.9881	0.0001	
26	0.9690	0.0001	
27	0.9584	0.0003	
28	0.9569	0.0006	
29	0.9877	0.0005	
30	0.9694	0.0007	
31	0.9594	0.0022	
