ibin	Eff	Err
0	0.8475	0.0018	
1	0.8587	0.0015	
2	0.8625	0.0012	
3	0.8207	0.0023	
4	0.8749	0.0009	
5	0.8862	0.0015	
6	0.8878	0.0008	
7	0.8461	0.0018	
8	0.8948	0.0004	
9	0.9015	0.0012	
10	0.9068	0.0006	
11	0.8660	0.0012	
12	0.9256	0.0003	
13	0.9202	0.0006	
14	0.9251	0.0004	
15	0.8866	0.0008	
16	0.9587	0.0002	
17	0.9527	0.0002	
18	0.9491	0.0001	
19	0.9038	0.0004	
20	0.9780	0.0001	
21	0.9758	0.0001	
22	0.9664	0.0001	
23	0.9151	0.0011	
24	0.9801	0.0001	
25	0.9779	0.0003	
26	0.9673	0.0002	
27	0.9123	0.0008	
28	0.9808	0.0002	
29	0.9752	0.0003	
30	0.9664	0.0003	
31	0.9094	0.0013	
32	0.9823	0.0012	
33	0.9702	0.0024	
34	0.9635	0.0023	
35	0.9159	0.0111	
