ibin	Eff	Err
0	0.8003	0.0026	
1	0.8144	0.0035	
2	0.8350	0.0019	
3	0.8031	0.0039	
4	0.8341	0.0021	
5	0.8416	0.0022	
6	0.8535	0.0013	
7	0.8208	0.0027	
8	0.8630	0.0011	
9	0.8626	0.0022	
10	0.8713	0.0010	
11	0.8360	0.0022	
12	0.9004	0.0005	
13	0.8920	0.0010	
14	0.8986	0.0006	
15	0.8604	0.0017	
16	0.9392	0.0002	
17	0.9341	0.0003	
18	0.9308	0.0003	
19	0.8821	0.0023	
20	0.9614	0.0003	
21	0.9602	0.0003	
22	0.9527	0.0002	
23	0.8951	0.0006	
24	0.9628	0.0004	
25	0.9607	0.0005	
26	0.9515	0.0004	
27	0.8912	0.0013	
28	0.9622	0.0004	
29	0.9576	0.0007	
30	0.9481	0.0005	
31	0.8892	0.0021	
32	0.9613	0.0016	
33	0.9493	0.0052	
34	0.9416	0.0032	
35	0.8952	0.0137	
