ibin	Eff	Err
0	0.0001	0.0001	
1	0.0007	0.0002	
2	0.0005	0.0001	
3	0.0007	0.0002	
4	0.0005	0.0001	
5	0.0025	0.0005	
6	0.0022	0.0003	
7	0.0042	0.0007	
8	0.5149	0.0024	
9	0.5182	0.0041	
10	0.4928	0.0024	
11	0.4544	0.0045	
12	0.9369	0.0010	
13	0.9629	0.0013	
14	0.9422	0.0010	
15	0.8736	0.0024	
16	0.9386	0.0005	
17	0.9682	0.0006	
18	0.9503	0.0005	
19	0.9066	0.0012	
20	0.9396	0.0003	
21	0.9694	0.0004	
22	0.9540	0.0003	
23	0.9203	0.0008	
24	0.9398	0.0001	
25	0.9694	0.0002	
26	0.9559	0.0002	
27	0.9307	0.0004	
28	0.9388	0.0001	
29	0.9688	0.0002	
30	0.9564	0.0001	
31	0.9358	0.0004	
32	0.9363	0.0002	
33	0.9687	0.0003	
34	0.9516	0.0002	
35	0.9381	0.0006	
36	0.9245	0.0013	
37	0.9627	0.0016	
38	0.9320	0.0016	
39	0.9382	0.0042	
