ibin	Eff	Err
0	0.8360	0.0039	
1	0.8424	0.0065	
2	0.8581	0.0022	
3	0.8203	0.0046	
4	0.8559	0.0012	
5	0.8637	0.0027	
6	0.8709	0.0015	
7	0.8375	0.0030	
8	0.8776	0.0011	
9	0.8786	0.0020	
10	0.8882	0.0011	
11	0.8502	0.0015	
12	0.9070	0.0006	
13	0.9021	0.0010	
14	0.9099	0.0007	
15	0.8675	0.0014	
16	0.9430	0.0001	
17	0.9391	0.0004	
18	0.9376	0.0003	
19	0.8910	0.0008	
20	0.9642	0.0002	
21	0.9636	0.0003	
22	0.9575	0.0002	
23	0.9012	0.0007	
24	0.9649	0.0004	
25	0.9640	0.0009	
26	0.9557	0.0004	
27	0.8964	0.0015	
28	0.9659	0.0005	
29	0.9622	0.0008	
30	0.9535	0.0007	
31	0.8966	0.0025	
32	0.9651	0.0031	
33	0.9560	0.0057	
34	0.9483	0.0047	
35	0.8978	0.0212	
