ibin	Eff	Err
0	0.9264	0.0013	
1	0.9679	0.0013	
2	0.9575	0.0008	
3	0.9300	0.0020	
4	0.9265	0.0008	
5	0.9647	0.0009	
6	0.9606	0.0006	
7	0.9344	0.0015	
8	0.9273	0.0005	
9	0.9654	0.0006	
10	0.9619	0.0004	
11	0.9411	0.0010	
12	0.9273	0.0003	
13	0.9652	0.0005	
14	0.9627	0.0003	
15	0.9410	0.0008	
16	0.9274	0.0002	
17	0.9650	0.0002	
18	0.9623	0.0002	
19	0.9441	0.0004	
20	0.9269	0.0001	
21	0.9639	0.0002	
22	0.9626	0.0001	
23	0.9454	0.0004	
24	0.9255	0.0003	
25	0.9639	0.0003	
26	0.9617	0.0002	
27	0.9415	0.0007	
28	0.9204	0.0014	
29	0.9644	0.0017	
30	0.9317	0.0017	
31	0.9219	0.0058	
