ibin	Eff	Err
0	0.9234	0.0009	
1	0.9304	0.0013	
2	0.9249	0.0008	
3	0.8983	0.0016	
4	0.9263	0.0005	
5	0.9317	0.0009	
6	0.9309	0.0005	
7	0.9154	0.0011	
8	0.9276	0.0003	
9	0.9365	0.0006	
10	0.9335	0.0004	
11	0.9207	0.0008	
12	0.9281	0.0002	
13	0.9370	0.0004	
14	0.9344	0.0003	
15	0.9219	0.0006	
16	0.9275	0.0001	
17	0.9377	0.0002	
18	0.9352	0.0001	
19	0.9251	0.0003	
20	0.9261	0.0001	
21	0.9376	0.0002	
22	0.9387	0.0001	
23	0.9261	0.0003	
24	0.9226	0.0002	
25	0.9359	0.0003	
26	0.9413	0.0002	
27	0.9241	0.0005	
28	0.9122	0.0010	
29	0.9249	0.0017	
30	0.9408	0.0011	
31	0.9135	0.0032	
