ibin	Eff	Err
0	0.0001	0.0001	
1	0.0007	0.0002	
2	0.0004	0.0001	
3	0.0011	0.0008	
4	0.0006	0.0001	
5	0.0018	0.0004	
6	0.0018	0.0003	
7	0.0036	0.0007	
8	0.5142	0.0025	
9	0.5165	0.0043	
10	0.4925	0.0025	
11	0.4565	0.0048	
12	0.9369	0.0010	
13	0.9638	0.0013	
14	0.9440	0.0010	
15	0.8758	0.0030	
16	0.9386	0.0005	
17	0.9688	0.0006	
18	0.9502	0.0005	
19	0.9059	0.0013	
20	0.9394	0.0003	
21	0.9694	0.0005	
22	0.9542	0.0004	
23	0.9203	0.0009	
24	0.9397	0.0002	
25	0.9688	0.0002	
26	0.9560	0.0002	
27	0.9308	0.0004	
28	0.9389	0.0001	
29	0.9686	0.0002	
30	0.9564	0.0001	
31	0.9358	0.0004	
32	0.9365	0.0003	
33	0.9687	0.0003	
34	0.9517	0.0002	
35	0.9376	0.0007	
36	0.9254	0.0014	
37	0.9649	0.0018	
38	0.9334	0.0017	
39	0.9361	0.0047	
