ibin	Eff	Err
0	0.8515	0.0032	
1	0.8581	0.0041	
2	0.8611	0.0021	
3	0.7946	0.0023	
4	0.8777	0.0017	
5	0.8900	0.0017	
6	0.8840	0.0014	
7	0.8249	0.0026	
8	0.9002	0.0010	
9	0.9056	0.0017	
10	0.9019	0.0009	
11	0.8457	0.0018	
12	0.9256	0.0005	
13	0.9206	0.0014	
14	0.9215	0.0006	
15	0.8662	0.0008	
16	0.9591	0.0003	
17	0.9530	0.0006	
18	0.9452	0.0003	
19	0.8868	0.0006	
20	0.9784	0.0003	
21	0.9756	0.0002	
22	0.9632	0.0002	
23	0.9022	0.0005	
24	0.9810	0.0002	
25	0.9787	0.0005	
26	0.9663	0.0004	
27	0.9023	0.0013	
28	0.9814	0.0003	
29	0.9765	0.0008	
30	0.9653	0.0006	
31	0.9076	0.0022	
32	0.9820	0.0024	
33	0.9739	0.0071	
34	0.9595	0.0048	
35	0.9189	0.0237	
