ibin	Eff	Err
0	0.0001	0.0000	
1	0.0006	0.0001	
2	0.0003	0.0001	
3	0.0012	0.0002	
4	0.0009	0.0001	
5	0.0031	0.0003	
6	0.0044	0.0002	
7	0.0143	0.0007	
8	0.5362	0.0012	
9	0.5367	0.0022	
10	0.5273	0.0014	
11	0.5133	0.0024	
12	0.9588	0.0004	
13	0.9829	0.0005	
14	0.9605	0.0005	
15	0.9299	0.0014	
16	0.9611	0.0002	
17	0.9848	0.0002	
18	0.9633	0.0002	
19	0.9431	0.0005	
20	0.9618	0.0001	
21	0.9850	0.0002	
22	0.9649	0.0001	
23	0.9491	0.0004	
24	0.9612	0.0001	
25	0.9853	0.0001	
26	0.9661	0.0001	
27	0.9512	0.0002	
28	0.9602	0.0001	
29	0.9854	0.0001	
30	0.9668	0.0001	
31	0.9540	0.0002	
32	0.9584	0.0001	
33	0.9852	0.0001	
34	0.9671	0.0001	
35	0.9526	0.0003	
36	0.9529	0.0006	
37	0.9836	0.0006	
38	0.9665	0.0007	
39	0.9533	0.0021	
