ibin	Eff	Err
0	0.8374	0.0039	
1	0.8410	0.0061	
2	0.8582	0.0022	
3	0.8200	0.0045	
4	0.8557	0.0012	
5	0.8631	0.0028	
6	0.8702	0.0014	
7	0.8365	0.0029	
8	0.8778	0.0007	
9	0.8784	0.0020	
10	0.8883	0.0010	
11	0.8495	0.0022	
12	0.9073	0.0006	
13	0.9020	0.0010	
14	0.9103	0.0007	
15	0.8669	0.0014	
16	0.9427	0.0001	
17	0.9389	0.0004	
18	0.9373	0.0003	
19	0.8909	0.0009	
20	0.9639	0.0002	
21	0.9633	0.0003	
22	0.9572	0.0002	
23	0.9010	0.0006	
24	0.9649	0.0004	
25	0.9639	0.0005	
26	0.9556	0.0004	
27	0.8957	0.0015	
28	0.9657	0.0004	
29	0.9620	0.0008	
30	0.9536	0.0007	
31	0.9055	0.0023	
32	0.9647	0.0030	
33	0.9528	0.0057	
34	0.9495	0.0049	
35	0.8952	0.0209	
