ibin	Eff	Err
0	0.0002	0.0001	
1	0.0015	0.0003	
2	0.0007	0.0001	
3	0.0021	0.0004	
4	0.0006	0.0001	
5	0.0048	0.0006	
6	0.0070	0.0005	
7	0.0211	0.0014	
8	0.4822	0.0023	
9	0.4822	0.0039	
10	0.4581	0.0023	
11	0.3596	0.0044	
12	0.9038	0.0012	
13	0.9203	0.0017	
14	0.9042	0.0012	
15	0.7556	0.0035	
16	0.9057	0.0005	
17	0.9333	0.0008	
18	0.9232	0.0006	
19	0.8077	0.0016	
20	0.9072	0.0004	
21	0.9369	0.0006	
22	0.9309	0.0004	
23	0.8405	0.0011	
24	0.9061	0.0002	
25	0.9365	0.0003	
26	0.9329	0.0002	
27	0.8649	0.0005	
28	0.9068	0.0002	
29	0.9363	0.0002	
30	0.9331	0.0002	
31	0.8797	0.0005	
32	0.9058	0.0003	
33	0.9367	0.0004	
34	0.9251	0.0003	
35	0.8858	0.0009	
36	0.8960	0.0015	
37	0.9309	0.0023	
38	0.8546	0.0022	
39	0.8696	0.0063	
