ibin	Eff	Err
0	0.8488	0.0008	
1	0.8609	0.0016	
2	0.8588	0.0013	
3	0.8014	0.0022	
4	0.8791	0.0010	
5	0.8897	0.0016	
6	0.8855	0.0008	
7	0.8249	0.0015	
8	0.8965	0.0004	
9	0.9037	0.0012	
10	0.9041	0.0003	
11	0.8446	0.0010	
12	0.9268	0.0003	
13	0.9212	0.0007	
14	0.9224	0.0005	
15	0.8675	0.0008	
16	0.9592	0.0001	
17	0.9527	0.0002	
18	0.9455	0.0001	
19	0.8858	0.0004	
20	0.9784	0.0003	
21	0.9758	0.0001	
22	0.9630	0.0004	
23	0.9007	0.0004	
24	0.9805	0.0001	
25	0.9780	0.0003	
26	0.9647	0.0002	
27	0.9021	0.0008	
28	0.9813	0.0006	
29	0.9769	0.0004	
30	0.9651	0.0003	
31	0.9044	0.0013	
32	0.9815	0.0014	
33	0.9725	0.0037	
34	0.9640	0.0031	
35	0.9220	0.0121	
