ibin	Eff	Err
0	0.8369	0.0039	
1	0.8421	0.0058	
2	0.8580	0.0022	
3	0.8205	0.0044	
4	0.8555	0.0012	
5	0.8631	0.0027	
6	0.8701	0.0014	
7	0.8369	0.0029	
8	0.8776	0.0008	
9	0.8783	0.0020	
10	0.8882	0.0010	
11	0.8494	0.0022	
12	0.9072	0.0006	
13	0.9020	0.0010	
14	0.9104	0.0007	
15	0.8669	0.0014	
16	0.9427	0.0001	
17	0.9388	0.0004	
18	0.9373	0.0003	
19	0.8909	0.0009	
20	0.9639	0.0002	
21	0.9633	0.0003	
22	0.9572	0.0002	
23	0.9010	0.0006	
24	0.9648	0.0004	
25	0.9639	0.0011	
26	0.9555	0.0004	
27	0.8956	0.0015	
28	0.9661	0.0004	
29	0.9620	0.0008	
30	0.9537	0.0007	
31	0.8966	0.0024	
32	0.9647	0.0030	
33	0.9529	0.0057	
34	0.9492	0.0049	
35	0.8947	0.0224	
