ibin	Eff	Err
0	0.9270	0.0013	
1	0.9661	0.0013	
2	0.9577	0.0008	
3	0.9275	0.0020	
4	0.9255	0.0007	
5	0.9644	0.0009	
6	0.9608	0.0006	
7	0.9343	0.0014	
8	0.9274	0.0005	
9	0.9659	0.0005	
10	0.9615	0.0004	
11	0.9394	0.0010	
12	0.9271	0.0003	
13	0.9659	0.0004	
14	0.9626	0.0003	
15	0.9409	0.0007	
16	0.9269	0.0001	
17	0.9646	0.0002	
18	0.9619	0.0001	
19	0.9444	0.0004	
20	0.9268	0.0001	
21	0.9638	0.0002	
22	0.9625	0.0001	
23	0.9449	0.0004	
24	0.9253	0.0002	
25	0.9633	0.0003	
26	0.9621	0.0002	
27	0.9414	0.0006	
28	0.9195	0.0013	
29	0.9611	0.0018	
30	0.9307	0.0016	
31	0.9292	0.0048	
