ibin	Eff	Err
0	0.0001	0.0000	
1	0.0009	0.0007	
2	0.0003	0.0001	
3	0.0006	0.0002	
4	0.0002	0.0001	
5	0.0016	0.0004	
6	0.0023	0.0004	
7	0.0034	0.0007	
8	0.5342	0.0027	
9	0.5359	0.0046	
10	0.5291	0.0027	
11	0.5099	0.0051	
12	0.9622	0.0008	
13	0.9876	0.0009	
14	0.9616	0.0009	
15	0.9419	0.0021	
16	0.9645	0.0004	
17	0.9869	0.0004	
18	0.9655	0.0004	
19	0.9535	0.0010	
20	0.9644	0.0003	
21	0.9880	0.0003	
22	0.9661	0.0003	
23	0.9585	0.0006	
24	0.9645	0.0001	
25	0.9886	0.0001	
26	0.9675	0.0002	
27	0.9605	0.0003	
28	0.9631	0.0001	
29	0.9888	0.0001	
30	0.9684	0.0001	
31	0.9622	0.0003	
32	0.9614	0.0002	
33	0.9881	0.0002	
34	0.9685	0.0002	
35	0.9622	0.0006	
36	0.9567	0.0013	
37	0.9875	0.0012	
38	0.9714	0.0013	
39	0.9541	0.0045	
