ibin	Eff	Err
0	0.8473	0.0057	
1	0.8537	0.0103	
2	0.8482	0.0035	
3	0.7755	0.0047	
4	0.8788	0.0020	
5	0.8862	0.0019	
6	0.8770	0.0015	
7	0.7985	0.0029	
8	0.8992	0.0007	
9	0.9011	0.0023	
10	0.8932	0.0010	
11	0.8180	0.0020	
12	0.9209	0.0006	
13	0.9181	0.0015	
14	0.9115	0.0007	
15	0.8368	0.0009	
16	0.9499	0.0002	
17	0.9433	0.0004	
18	0.9333	0.0003	
19	0.8575	0.0008	
20	0.9689	0.0001	
21	0.9660	0.0002	
22	0.9522	0.0003	
23	0.8723	0.0007	
24	0.9716	0.0003	
25	0.9691	0.0006	
26	0.9548	0.0004	
27	0.8795	0.0015	
28	0.9728	0.0004	
29	0.9682	0.0010	
30	0.9547	0.0007	
31	0.8760	0.0028	
32	0.9800	0.0038	
33	0.9602	0.0089	
34	0.9469	0.0056	
35	0.8738	0.0258	
