ibin	Eff	Err
0	0.8333	0.0030	
1	0.8455	0.0092	
2	0.8434	0.0026	
3	0.7748	0.0045	
4	0.8606	0.0013	
5	0.8732	0.0019	
6	0.8682	0.0016	
7	0.7925	0.0029	
8	0.8834	0.0012	
9	0.8847	0.0044	
10	0.8844	0.0006	
11	0.8110	0.0020	
12	0.9117	0.0006	
13	0.9071	0.0010	
14	0.9028	0.0006	
15	0.8312	0.0020	
16	0.9488	0.0002	
17	0.9427	0.0004	
18	0.9321	0.0003	
19	0.8560	0.0008	
20	0.9689	0.0001	
21	0.9660	0.0003	
22	0.9522	0.0003	
23	0.8724	0.0010	
24	0.9708	0.0003	
25	0.9685	0.0006	
26	0.9536	0.0004	
27	0.8750	0.0015	
28	0.9726	0.0004	
29	0.9677	0.0009	
30	0.9541	0.0007	
31	0.8754	0.0025	
32	0.9791	0.0036	
33	0.9616	0.0082	
34	0.9465	0.0058	
35	0.8726	0.0249	
