ibin	Eff	Err
0	0.9410	0.0012	
1	0.9785	0.0010	
2	0.9588	0.0008	
3	0.9503	0.0017	
4	0.9444	0.0007	
5	0.9815	0.0007	
6	0.9630	0.0006	
7	0.9553	0.0012	
8	0.9457	0.0004	
9	0.9820	0.0005	
10	0.9644	0.0004	
11	0.9590	0.0008	
12	0.9461	0.0003	
13	0.9820	0.0003	
14	0.9656	0.0003	
15	0.9609	0.0006	
16	0.9464	0.0001	
17	0.9812	0.0002	
18	0.9665	0.0001	
19	0.9612	0.0003	
20	0.9453	0.0001	
21	0.9808	0.0001	
22	0.9670	0.0001	
23	0.9608	0.0003	
24	0.9430	0.0002	
25	0.9805	0.0002	
26	0.9665	0.0002	
27	0.9600	0.0005	
28	0.9352	0.0013	
29	0.9796	0.0013	
30	0.9663	0.0012	
31	0.9585	0.0036	
