ibin	Eff	Err
0	0.8343	0.0042	
1	0.8446	0.0049	
2	0.8512	0.0031	
3	0.7934	0.0053	
4	0.8629	0.0021	
5	0.8679	0.0034	
6	0.8666	0.0020	
7	0.8124	0.0033	
8	0.8809	0.0006	
9	0.8789	0.0020	
10	0.8825	0.0006	
11	0.8308	0.0014	
12	0.9087	0.0003	
13	0.9024	0.0012	
14	0.9052	0.0008	
15	0.8533	0.0048	
16	0.9438	0.0002	
17	0.9388	0.0005	
18	0.9325	0.0004	
19	0.8728	0.0029	
20	0.9649	0.0000	
21	0.9634	0.0003	
22	0.9532	0.0002	
23	0.8869	0.0006	
24	0.9657	0.0002	
25	0.9650	0.0017	
26	0.9534	0.0004	
27	0.8848	0.0014	
28	0.9655	0.0005	
29	0.9623	0.0009	
30	0.9517	0.0010	
31	0.8997	0.0024	
32	0.9628	0.0040	
33	0.9597	0.0090	
34	0.9436	0.0056	
35	0.8951	0.0239	
