ibin	Eff	Err
0	0.8396	0.0051	
1	0.8521	0.0056	
2	0.8571	0.0024	
3	0.7939	0.0049	
4	0.8729	0.0020	
5	0.8830	0.0034	
6	0.8818	0.0014	
7	0.8187	0.0031	
8	0.8971	0.0010	
9	0.8985	0.0018	
10	0.8984	0.0008	
11	0.8389	0.0022	
12	0.9195	0.0006	
13	0.9164	0.0010	
14	0.9163	0.0007	
15	0.8576	0.0016	
16	0.9489	0.0002	
17	0.9432	0.0004	
18	0.9382	0.0002	
19	0.8762	0.0008	
20	0.9686	0.0001	
21	0.9661	0.0003	
22	0.9567	0.0003	
23	0.8872	0.0008	
24	0.9709	0.0003	
25	0.9684	0.0005	
26	0.9575	0.0004	
27	0.8853	0.0016	
28	0.9724	0.0004	
29	0.9680	0.0009	
30	0.9568	0.0006	
31	0.8800	0.0027	
32	0.9756	0.0028	
33	0.9642	0.0063	
34	0.9489	0.0044	
35	0.8852	0.0204	
