ibin	Eff	Err
0	0.0002	0.0001	
1	0.0015	0.0003	
2	0.0007	0.0001	
3	0.0020	0.0004	
4	0.0006	0.0001	
5	0.0057	0.0006	
6	0.0066	0.0005	
7	0.0193	0.0014	
8	0.4836	0.0024	
9	0.4817	0.0041	
10	0.4600	0.0024	
11	0.3585	0.0046	
12	0.9053	0.0012	
13	0.9193	0.0020	
14	0.9049	0.0013	
15	0.7548	0.0036	
16	0.9067	0.0006	
17	0.9347	0.0009	
18	0.9240	0.0006	
19	0.8088	0.0017	
20	0.9075	0.0004	
21	0.9357	0.0006	
22	0.9310	0.0004	
23	0.8408	0.0012	
24	0.9062	0.0002	
25	0.9371	0.0003	
26	0.9330	0.0002	
27	0.8653	0.0006	
28	0.9069	0.0002	
29	0.9362	0.0002	
30	0.9331	0.0002	
31	0.8801	0.0005	
32	0.9058	0.0003	
33	0.9372	0.0005	
34	0.9246	0.0003	
35	0.8856	0.0009	
36	0.8980	0.0015	
37	0.9364	0.0023	
38	0.8564	0.0024	
39	0.8705	0.0072	
