ibin	Eff	Err
0	0.8420	0.0017	
1	0.8558	0.0023	
2	0.8624	0.0011	
3	0.8149	0.0023	
4	0.8691	0.0009	
5	0.8808	0.0015	
6	0.8855	0.0008	
7	0.8396	0.0016	
8	0.8882	0.0004	
9	0.8970	0.0010	
10	0.9044	0.0006	
11	0.8613	0.0011	
12	0.9174	0.0003	
13	0.9167	0.0006	
14	0.9229	0.0003	
15	0.8839	0.0010	
16	0.9517	0.0002	
17	0.9500	0.0002	
18	0.9469	0.0001	
19	0.9010	0.0004	
20	0.9715	0.0003	
21	0.9734	0.0006	
22	0.9649	0.0001	
23	0.9137	0.0003	
24	0.9736	0.0002	
25	0.9745	0.0003	
26	0.9653	0.0002	
27	0.9078	0.0008	
28	0.9741	0.0002	
29	0.9730	0.0004	
30	0.9636	0.0003	
31	0.9091	0.0012	
32	0.9747	0.0013	
33	0.9701	0.0031	
34	0.9643	0.0023	
35	0.9216	0.0120	
