ibin	Eff	Err
0	0.7717	0.0021	
1	0.7799	0.0024	
2	0.7787	0.0013	
3	0.7219	0.0021	
4	0.8052	0.0007	
5	0.8141	0.0017	
6	0.8037	0.0009	
7	0.7367	0.0011	
8	0.8410	0.0005	
9	0.8393	0.0009	
10	0.8244	0.0006	
11	0.7605	0.0012	
12	0.8916	0.0003	
13	0.8741	0.0006	
14	0.8600	0.0004	
15	0.7937	0.0008	
16	0.9374	0.0001	
17	0.9196	0.0001	
18	0.8995	0.0001	
19	0.8287	0.0004	
20	0.9612	0.0001	
21	0.9499	0.0002	
22	0.9270	0.0001	
23	0.8554	0.0004	
24	0.9653	0.0001	
25	0.9541	0.0003	
26	0.9342	0.0003	
27	0.8742	0.0007	
28	0.9683	0.0002	
29	0.9570	0.0006	
30	0.9359	0.0004	
31	0.8790	0.0012	
32	0.9712	0.0017	
33	0.9529	0.0038	
34	0.9346	0.0029	
35	0.9023	0.0741	
