ibin	Eff	Err
0	0.9502	0.0011	
1	0.9505	0.0017	
2	0.9310	0.0012	
3	0.8997	0.0026	
4	0.9524	0.0007	
5	0.9563	0.0012	
6	0.9325	0.0009	
7	0.9111	0.0018	
8	0.9539	0.0004	
9	0.9633	0.0008	
10	0.9361	0.0006	
11	0.9157	0.0014	
12	0.9536	0.0003	
13	0.9659	0.0005	
14	0.9360	0.0004	
15	0.9178	0.0010	
16	0.9529	0.0001	
17	0.9684	0.0002	
18	0.9350	0.0002	
19	0.9176	0.0005	
20	0.9517	0.0001	
21	0.9690	0.0002	
22	0.9403	0.0002	
23	0.9171	0.0004	
24	0.9501	0.0002	
25	0.9689	0.0004	
26	0.9459	0.0003	
27	0.9162	0.0009	
28	0.9424	0.0013	
29	0.9659	0.0020	
30	0.9493	0.0018	
31	0.9033	0.0064	
