ibin	Eff	Err
0	0.0002	0.0001	
1	0.0015	0.0003	
2	0.0007	0.0001	
3	0.0021	0.0004	
4	0.0006	0.0001	
5	0.0047	0.0006	
6	0.0071	0.0005	
7	0.0211	0.0014	
8	0.4821	0.0023	
9	0.4824	0.0039	
10	0.4580	0.0023	
11	0.3593	0.0044	
12	0.9036	0.0012	
13	0.9201	0.0018	
14	0.9043	0.0012	
15	0.7557	0.0034	
16	0.9054	0.0005	
17	0.9330	0.0008	
18	0.9234	0.0006	
19	0.8074	0.0016	
20	0.9072	0.0004	
21	0.9367	0.0006	
22	0.9309	0.0004	
23	0.8402	0.0011	
24	0.9061	0.0002	
25	0.9364	0.0003	
26	0.9329	0.0002	
27	0.8650	0.0005	
28	0.9068	0.0002	
29	0.9363	0.0002	
30	0.9330	0.0002	
31	0.8797	0.0005	
32	0.9056	0.0003	
33	0.9365	0.0004	
34	0.9251	0.0003	
35	0.8857	0.0009	
36	0.8960	0.0015	
37	0.9308	0.0023	
38	0.8546	0.0022	
39	0.8775	0.0060	
