ibin	Eff	Err
0	0.9262	0.0013	
1	0.9664	0.0013	
2	0.9573	0.0008	
3	0.9278	0.0021	
4	0.9256	0.0008	
5	0.9640	0.0009	
6	0.9606	0.0006	
7	0.9337	0.0015	
8	0.9276	0.0005	
9	0.9650	0.0006	
10	0.9617	0.0004	
11	0.9403	0.0011	
12	0.9270	0.0003	
13	0.9652	0.0005	
14	0.9629	0.0003	
15	0.9406	0.0008	
16	0.9273	0.0002	
17	0.9649	0.0002	
18	0.9623	0.0002	
19	0.9422	0.0004	
20	0.9269	0.0001	
21	0.9639	0.0002	
22	0.9626	0.0001	
23	0.9451	0.0004	
24	0.9255	0.0002	
25	0.9636	0.0003	
26	0.9619	0.0002	
27	0.9421	0.0007	
28	0.9211	0.0013	
29	0.9639	0.0017	
30	0.9296	0.0018	
31	0.9226	0.0064	
