ibin	Eff	Err
0	0.8272	0.0036	
1	0.8425	0.0048	
2	0.8519	0.0024	
3	0.7965	0.0048	
4	0.8576	0.0025	
5	0.8710	0.0035	
6	0.8718	0.0016	
7	0.8149	0.0032	
8	0.8820	0.0011	
9	0.8830	0.0021	
10	0.8902	0.0012	
11	0.8339	0.0023	
12	0.9096	0.0006	
13	0.9067	0.0010	
14	0.9079	0.0007	
15	0.8534	0.0018	
16	0.9480	0.0002	
17	0.9424	0.0004	
18	0.9373	0.0003	
19	0.8757	0.0008	
20	0.9687	0.0001	
21	0.9662	0.0002	
22	0.9568	0.0002	
23	0.8877	0.0011	
24	0.9707	0.0003	
25	0.9686	0.0006	
26	0.9573	0.0005	
27	0.8849	0.0016	
28	0.9720	0.0004	
29	0.9672	0.0009	
30	0.9568	0.0007	
31	0.8879	0.0025	
32	0.9751	0.0030	
33	0.9640	0.0065	
34	0.9493	0.0041	
35	0.8900	0.0207	
