ibin	Eff	Err
0	0.7886	0.0021	
1	0.7922	0.0034	
2	0.7853	0.0014	
3	0.7222	0.0025	
4	0.8298	0.0007	
5	0.8338	0.0016	
6	0.8168	0.0009	
7	0.7453	0.0016	
8	0.8608	0.0006	
9	0.8536	0.0010	
10	0.8393	0.0006	
11	0.7688	0.0007	
12	0.8948	0.0003	
13	0.8793	0.0006	
14	0.8650	0.0004	
15	0.7992	0.0008	
16	0.9374	0.0001	
17	0.9193	0.0002	
18	0.8995	0.0002	
19	0.8299	0.0007	
20	0.9612	0.0001	
21	0.9502	0.0002	
22	0.9271	0.0001	
23	0.8554	0.0003	
24	0.9659	0.0002	
25	0.9556	0.0003	
26	0.9353	0.0003	
27	0.8724	0.0008	
28	0.9686	0.0003	
29	0.9577	0.0007	
30	0.9366	0.0004	
31	0.8743	0.0015	
32	0.9704	0.0018	
33	0.9547	0.0038	
34	0.9389	0.0030	
35	0.8977	0.0165	
