ibin	Eff	Err
0	0.8286	0.0012	
1	0.8336	0.0015	
2	0.8203	0.0008	
3	0.7712	0.0013	
4	0.8622	0.0008	
5	0.8687	0.0010	
6	0.8500	0.0006	
7	0.8032	0.0010	
8	0.8841	0.0003	
9	0.8860	0.0008	
10	0.8739	0.0004	
11	0.8255	0.0006	
12	0.9131	0.0002	
13	0.9050	0.0004	
14	0.8969	0.0001	
15	0.8546	0.0004	
16	0.9492	0.0003	
17	0.9389	0.0001	
18	0.9259	0.0001	
19	0.8794	0.0002	
20	0.9695	0.0002	
21	0.9642	0.0003	
22	0.9484	0.0003	
23	0.8995	0.0005	
24	0.9727	0.0001	
25	0.9672	0.0002	
26	0.9536	0.0001	
27	0.9055	0.0005	
28	0.9747	0.0001	
29	0.9685	0.0003	
30	0.9559	0.0002	
31	0.9169	0.0007	
32	0.9764	0.0010	
33	0.9695	0.0020	
34	0.9571	0.0020	
35	0.9262	0.0070	
