ibin	Eff	Err
0	0.9271	0.0013	
1	0.9662	0.0013	
2	0.9577	0.0008	
3	0.9277	0.0020	
4	0.9256	0.0007	
5	0.9643	0.0009	
6	0.9603	0.0006	
7	0.9344	0.0014	
8	0.9273	0.0005	
9	0.9655	0.0006	
10	0.9615	0.0004	
11	0.9399	0.0010	
12	0.9272	0.0003	
13	0.9660	0.0004	
14	0.9627	0.0003	
15	0.9410	0.0007	
16	0.9270	0.0001	
17	0.9647	0.0002	
18	0.9620	0.0001	
19	0.9443	0.0004	
20	0.9268	0.0001	
21	0.9639	0.0002	
22	0.9625	0.0001	
23	0.9450	0.0004	
24	0.9254	0.0003	
25	0.9634	0.0003	
26	0.9622	0.0002	
27	0.9416	0.0007	
28	0.9194	0.0014	
29	0.9615	0.0018	
30	0.9305	0.0016	
31	0.9282	0.0049	
