ibin	Eff	Err
0	0.8500	0.0040	
1	0.8544	0.0054	
2	0.8559	0.0018	
3	0.8002	0.0043	
4	0.8801	0.0017	
5	0.8803	0.0028	
6	0.8754	0.0015	
7	0.8188	0.0029	
8	0.8961	0.0011	
9	0.8952	0.0018	
10	0.8919	0.0005	
11	0.8370	0.0019	
12	0.9186	0.0006	
13	0.9126	0.0012	
14	0.9133	0.0006	
15	0.8555	0.0013	
16	0.9447	0.0002	
17	0.9397	0.0003	
18	0.9335	0.0003	
19	0.8751	0.0008	
20	0.9650	0.0002	
21	0.9637	0.0003	
22	0.9533	0.0002	
23	0.8871	0.0006	
24	0.9661	0.0001	
25	0.9644	0.0005	
26	0.9538	0.0004	
27	0.8834	0.0016	
28	0.9650	0.0005	
29	0.9615	0.0009	
30	0.9511	0.0007	
31	0.8974	0.0025	
32	0.9629	0.0040	
33	0.9612	0.0083	
34	0.9452	0.0050	
35	0.8767	0.0258	
