ibin	Eff	Err
0	0.8469	0.0017	
1	0.8576	0.0023	
2	0.8629	0.0012	
3	0.8211	0.0024	
4	0.8744	0.0010	
5	0.8867	0.0015	
6	0.8883	0.0008	
7	0.8461	0.0016	
8	0.8946	0.0004	
9	0.9013	0.0010	
10	0.9075	0.0006	
11	0.8638	0.0012	
12	0.9258	0.0003	
13	0.9198	0.0004	
14	0.9253	0.0005	
15	0.8862	0.0009	
16	0.9588	0.0002	
17	0.9525	0.0002	
18	0.9491	0.0002	
19	0.9040	0.0022	
20	0.9781	0.0001	
21	0.9758	0.0001	
22	0.9664	0.0001	
23	0.9150	0.0003	
24	0.9801	0.0002	
25	0.9778	0.0003	
26	0.9673	0.0002	
27	0.9131	0.0008	
28	0.9808	0.0002	
29	0.9751	0.0003	
30	0.9662	0.0003	
31	0.9086	0.0013	
32	0.9828	0.0012	
33	0.9720	0.0026	
34	0.9648	0.0023	
35	0.9192	0.0110	
