ibin	Eff	Err
0	0.9498	0.0005	
1	0.9502	0.0008	
2	0.9323	0.0005	
3	0.9036	0.0011	
4	0.9529	0.0003	
5	0.9563	0.0004	
6	0.9324	0.0003	
7	0.9112	0.0007	
8	0.9536	0.0002	
9	0.9631	0.0003	
10	0.9362	0.0003	
11	0.9158	0.0006	
12	0.9535	0.0001	
13	0.9660	0.0002	
14	0.9369	0.0002	
15	0.9170	0.0004	
16	0.9531	0.0001	
17	0.9681	0.0001	
18	0.9351	0.0001	
19	0.9175	0.0002	
20	0.9517	0.0000	
21	0.9686	0.0001	
22	0.9402	0.0001	
23	0.9175	0.0000	
24	0.9499	0.0001	
25	0.9683	0.0001	
26	0.9463	0.0001	
27	0.9162	0.0004	
28	0.9437	0.0006	
29	0.9639	0.0008	
30	0.9470	0.0007	
31	0.9107	0.0024	
