ibin	Eff	Err
0	0.8499	0.0040	
1	0.8555	0.0052	
2	0.8544	0.0032	
3	0.7983	0.0042	
4	0.8802	0.0010	
5	0.8796	0.0028	
6	0.8770	0.0014	
7	0.8188	0.0028	
8	0.8965	0.0011	
9	0.8952	0.0018	
10	0.8936	0.0009	
11	0.8366	0.0019	
12	0.9190	0.0006	
13	0.9133	0.0010	
14	0.9136	0.0006	
15	0.8548	0.0017	
16	0.9450	0.0003	
17	0.9399	0.0004	
18	0.9342	0.0005	
19	0.8752	0.0009	
20	0.9646	0.0002	
21	0.9634	0.0002	
22	0.9529	0.0002	
23	0.8868	0.0006	
24	0.9663	0.0004	
25	0.9644	0.0006	
26	0.9529	0.0004	
27	0.8843	0.0015	
28	0.9666	0.0005	
29	0.9626	0.0009	
30	0.9523	0.0007	
31	0.8959	0.0025	
32	0.9651	0.0047	
33	0.9639	0.0079	
34	0.9441	0.0053	
35	0.8807	0.0254	
