ibin	Eff	Err
0	0.8480	0.0032	
1	0.8588	0.0025	
2	0.8570	0.0019	
3	0.7972	0.0038	
4	0.8651	0.0013	
5	0.8841	0.0026	
6	0.8819	0.0014	
7	0.8167	0.0025	
8	0.8878	0.0007	
9	0.8988	0.0018	
10	0.9008	0.0009	
11	0.8372	0.0018	
12	0.9179	0.0004	
13	0.9181	0.0013	
14	0.9187	0.0006	
15	0.8617	0.0020	
16	0.9519	0.0002	
17	0.9495	0.0004	
18	0.9427	0.0003	
19	0.8827	0.0007	
20	0.9717	0.0001	
21	0.9732	0.0002	
22	0.9614	0.0002	
23	0.8987	0.0007	
24	0.9744	0.0003	
25	0.9747	0.0005	
26	0.9634	0.0004	
27	0.9004	0.0013	
28	0.9742	0.0004	
29	0.9734	0.0008	
30	0.9624	0.0006	
31	0.9063	0.0022	
32	0.9726	0.0035	
33	0.9587	0.0076	
34	0.9599	0.0070	
35	0.9471	0.0229	
