ibin	Eff	Err
0	0.8193	0.0013	
1	0.8326	0.0013	
2	0.8442	0.0011	
3	0.8054	0.0022	
4	0.8576	0.0008	
5	0.8647	0.0015	
6	0.8699	0.0007	
7	0.8325	0.0008	
8	0.8869	0.0005	
9	0.8860	0.0009	
10	0.8909	0.0006	
11	0.8537	0.0011	
12	0.9217	0.0007	
13	0.9140	0.0011	
14	0.9168	0.0005	
15	0.8771	0.0018	
16	0.9568	0.0001	
17	0.9495	0.0002	
18	0.9443	0.0002	
19	0.8973	0.0004	
20	0.9770	0.0000	
21	0.9742	0.0001	
22	0.9638	0.0004	
23	0.9102	0.0003	
24	0.9788	0.0001	
25	0.9760	0.0003	
26	0.9641	0.0002	
27	0.9072	0.0007	
28	0.9790	0.0002	
29	0.9738	0.0004	
30	0.9611	0.0003	
31	0.9039	0.0015	
32	0.9770	0.0007	
33	0.9701	0.0012	
34	0.9561	0.0017	
35	0.9068	0.0065	
