ibin	Eff	Err
0	0.0001	0.0001	
1	0.0007	0.0002	
2	0.0005	0.0001	
3	0.0007	0.0002	
4	0.0005	0.0001	
5	0.0025	0.0005	
6	0.0022	0.0003	
7	0.0042	0.0007	
8	0.5152	0.0024	
9	0.5181	0.0041	
10	0.4932	0.0024	
11	0.4548	0.0045	
12	0.9369	0.0010	
13	0.9628	0.0013	
14	0.9423	0.0010	
15	0.8767	0.0027	
16	0.9387	0.0005	
17	0.9684	0.0006	
18	0.9504	0.0005	
19	0.9068	0.0012	
20	0.9396	0.0003	
21	0.9696	0.0004	
22	0.9540	0.0003	
23	0.9208	0.0008	
24	0.9398	0.0001	
25	0.9695	0.0002	
26	0.9561	0.0002	
27	0.9308	0.0004	
28	0.9388	0.0001	
29	0.9688	0.0002	
30	0.9564	0.0001	
31	0.9359	0.0004	
32	0.9363	0.0003	
33	0.9689	0.0003	
34	0.9519	0.0002	
35	0.9383	0.0006	
36	0.9245	0.0013	
37	0.9627	0.0016	
38	0.9320	0.0016	
39	0.9382	0.0042	
