ibin	Eff	Err
0	0.8194	0.0015	
1	0.8235	0.0020	
2	0.8118	0.0011	
3	0.7537	0.0020	
4	0.8551	0.0009	
5	0.8533	0.0014	
6	0.8398	0.0008	
7	0.7823	0.0014	
8	0.8715	0.0004	
9	0.8632	0.0003	
10	0.8584	0.0006	
11	0.7994	0.0009	
12	0.9029	0.0003	
13	0.8877	0.0008	
14	0.8812	0.0002	
15	0.8255	0.0006	
16	0.9433	0.0001	
17	0.9294	0.0002	
18	0.9152	0.0001	
19	0.8560	0.0003	
20	0.9654	0.0000	
21	0.9573	0.0001	
22	0.9370	0.0001	
23	0.8777	0.0002	
24	0.9684	0.0001	
25	0.9593	0.0003	
26	0.9395	0.0002	
27	0.8798	0.0010	
28	0.9703	0.0006	
29	0.9580	0.0004	
30	0.9401	0.0003	
31	0.8854	0.0011	
32	0.9680	0.0015	
33	0.9595	0.0034	
34	0.9360	0.0029	
35	0.9061	0.0102	
