ibin	Eff	Err
0	0.7867	0.0014	
1	0.7848	0.0030	
2	0.7823	0.0013	
3	0.7252	0.0024	
4	0.8275	0.0010	
5	0.8308	0.0018	
6	0.8160	0.0008	
7	0.7417	0.0016	
8	0.8568	0.0006	
9	0.8530	0.0013	
10	0.8359	0.0007	
11	0.7704	0.0021	
12	0.8935	0.0003	
13	0.8770	0.0006	
14	0.8636	0.0005	
15	0.7968	0.0007	
16	0.9373	0.0001	
17	0.9189	0.0002	
18	0.8992	0.0001	
19	0.8281	0.0003	
20	0.9612	0.0001	
21	0.9500	0.0002	
22	0.9271	0.0001	
23	0.8563	0.0005	
24	0.9660	0.0001	
25	0.9551	0.0004	
26	0.9359	0.0003	
27	0.8737	0.0007	
28	0.9677	0.0006	
29	0.9563	0.0004	
30	0.9355	0.0007	
31	0.8707	0.0015	
32	0.9722	0.0017	
33	0.9552	0.0039	
34	0.9377	0.0031	
35	0.9243	0.0144	
