ibin	Eff	Err
0	0.8452	0.0015	
1	0.8571	0.0024	
2	0.8566	0.0011	
3	0.7917	0.0021	
4	0.8681	0.0007	
5	0.8827	0.0015	
6	0.8825	0.0008	
7	0.8179	0.0015	
8	0.8898	0.0005	
9	0.9001	0.0010	
10	0.9015	0.0003	
11	0.8387	0.0010	
12	0.9191	0.0003	
13	0.9183	0.0006	
14	0.9203	0.0004	
15	0.8647	0.0009	
16	0.9524	0.0001	
17	0.9502	0.0002	
18	0.9430	0.0001	
19	0.8815	0.0004	
20	0.9718	0.0001	
21	0.9732	0.0001	
22	0.9611	0.0001	
23	0.8987	0.0003	
24	0.9741	0.0002	
25	0.9746	0.0003	
26	0.9626	0.0002	
27	0.8986	0.0007	
28	0.9748	0.0002	
29	0.9740	0.0005	
30	0.9619	0.0003	
31	0.9040	0.0012	
32	0.9743	0.0015	
33	0.9683	0.0029	
34	0.9645	0.0151	
35	0.9123	0.0122	
