ibin	Eff	Err
0	0.8421	0.0017	
1	0.8557	0.0022	
2	0.8624	0.0011	
3	0.8140	0.0021	
4	0.8693	0.0009	
5	0.8810	0.0014	
6	0.8855	0.0008	
7	0.8397	0.0015	
8	0.8879	0.0004	
9	0.8972	0.0009	
10	0.9045	0.0005	
11	0.8608	0.0011	
12	0.9177	0.0002	
13	0.9173	0.0006	
14	0.9230	0.0002	
15	0.8836	0.0010	
16	0.9516	0.0001	
17	0.9496	0.0002	
18	0.9467	0.0001	
19	0.9005	0.0004	
20	0.9713	0.0001	
21	0.9731	0.0001	
22	0.9645	0.0001	
23	0.9130	0.0003	
24	0.9735	0.0001	
25	0.9743	0.0003	
26	0.9650	0.0002	
27	0.9075	0.0007	
28	0.9740	0.0002	
29	0.9731	0.0004	
30	0.9633	0.0003	
31	0.9085	0.0012	
32	0.9746	0.0012	
33	0.9692	0.0030	
34	0.9638	0.0071	
35	0.9190	0.0116	
